chr1	500000	231	0.166713	0.468094047619
chr1	1500000	132	0.724693	0.568915
chr1	2500000	134	0.819051	0.582245263158
chr1	3500000	124	0.786333	0.569569411765
chr1	4500000	233	0.89512	0.482201
chr1	5500000	271	0.910924	0.469288
chr1	6500000	191	0.842434	0.51752
chr1	7500000	203	0.896897	0.479461
chr1	8500000	262	0.811312	0.444356
chr1	9500000	180	0.802279	0.50197
chr1	10500000	211	0.820938	0.478274
chr1	11500000	196	0.827037	0.500043
chr1	12500000	239	0.734775	0.469178
chr1	13500000	246	0.183972	0.4636525
chr1	14500000	311	0.893216	0.431262
chr1	15500000	222	0.857185	0.48383
chr1	16500000	198	0.661632	0.496197
chr1	17500000	181	0.663602	0.506775789474
chr1	18500000	229	0.932435	0.491613
chr1	19500000	226	0.881379	0.487321
chr1	20500000	235	0.858071	0.473806
chr1	21500000	220	0.794272	0.460534
chr1	22500000	216	0.845653	0.491468
chr1	23500000	242	0.844489	0.472911
chr1	24500000	232	0.81449	0.464707
chr1	25500000	203	0.747756	0.474254
chr1	26500000	240	0.814456	0.487044
chr1	27500000	207	0.797134	0.495588
chr1	28500000	172	0.738197	0.452362
chr1	29500000	177	0.719706	0.466992832105
chr1	30500000	230	0.873708	0.477760469505
chr1	31500000	219	0.840394	0.469672
chr1	32500000	202	0.810579	0.482056
chr1	33500000	210	0.825366	0.467666
chr1	34500000	329	0.924446	0.446014
chr1	35500000	241	0.828682	0.433097
chr1	36500000	224	0.822386	0.460455
chr1	37500000	247	0.915525	0.480215
chr1	38500000	256	0.865065	0.466472
chr1	39500000	269	0.810788	0.444043
chr1	40500000	248	0.799848	0.4495
chr1	41500000	242	0.874348	0.46445
chr1	42500000	300	0.894452	0.434464
chr1	43500000	245	0.841155	0.454821
chr1	44500000	224	0.889491	0.469327
chr1	45500000	244	0.7812	0.451592
chr1	46500000	214	0.799455	0.451369
chr1	47500000	239	0.706861	0.438481
chr1	48500000	288	0.876283	0.442325
chr1	49500000	315	0.898547	0.399961
chr1	50500000	287	0.845206	0.39493
chr1	51500000	266	0.818993	0.39765
chr1	52500000	268	0.826967	0.413492
chr1	53500000	241	0.847554	0.461702
chr1	54500000	250	0.872215	0.47356
chr1	55500000	300	0.860216	0.451045
chr1	56500000	330	0.903177	0.403637
chr1	57500000	340	0.930186	0.404398
chr1	58500000	311	0.896019	0.409237
chr1	59500000	286	0.900974	0.414909
chr1	60500000	314	0.881869	0.384905
chr1	61500000	330	0.913021	0.397585
chr1	62500000	267	0.824339	0.416299
chr1	63500000	291	0.862883	0.389097
chr1	64500000	305	0.899688	0.410554
chr1	65500000	291	0.884277	0.407677
chr1	66500000	339	0.856579	0.377587
chr1	67500000	287	0.859817	0.389603
chr1	68500000	300	0.893469	0.404482
chr1	69500000	330	0.861654	0.371276
chr1	70500000	322	0.877413	0.365388
chr1	71500000	326	0.877363	0.372573
chr1	72500000	298	0.923571	0.349062
chr1	73500000	343	0.899667	0.349743
chr1	74500000	323	0.90768	0.356822
chr1	75500000	365	0.863508	0.372938
chr1	76500000	310	0.86562	0.385082
chr1	77500000	324	0.891812	0.384947
chr1	78500000	277	0.838289	0.386428
chr1	79500000	311	0.894568	0.358592
chr1	80500000	323	0.880736	0.353428
chr1	81500000	372	0.914778	0.360031
chr1	82500000	364	0.907477	0.368016
chr1	83500000	362	0.628519	0.364036
chr1	84500000	319	0.912861	0.377918
chr1	85500000	329	0.894848	0.399552
chr1	86500000	355	0.852987	0.377571
chr1	87500000	364	0.840664	0.394708
chr1	88500000	350	0.938247	0.377171
chr1	89500000	314	0.797729	0.386802
chr1	90500000	301	0.881393	0.392425
chr1	91500000	337	0.826994	0.392492
chr1	92500000	280	0.834779	0.40808
chr1	93500000	290	0.816825	0.388838
chr1	94500000	300	0.86532	0.418095
chr1	95500000	295	0.884684	0.408688
chr1	96500000	336	0.887518	0.371977
chr1	97500000	335	0.890583	0.366373
chr1	98500000	371	0.93661	0.352919
chr1	99500000	334	0.869727	0.369112
chr1	100500000	290	0.876194	0.384278
