chr12	20000	0	0.0	0
chr12	60000	8	0.010025	0.50395
chr12	100000	3	0.067775	0.570811360315
chr12	140000	6	0.0296	0.46588598275
chr12	180000	12	0.4713	0.46765
chr12	220000	14	0.937175	0.5128
chr12	260000	9	0.96095	0.53885
chr12	300000	6	0.938225	0.544975
chr12	340000	6	0.8809	0.491025
chr12	380000	13	0.950925	0.416675
chr12	420000	12	0.810875	0.390375
chr12	460000	11	0.711375	0.4016
chr12	500000	11	0.707225	0.4185
chr12	540000	9	0.732725	0.44015
chr12	580000	13	0.884475	0.4741
chr12	620000	5	0.835625	0.469975
chr12	660000	10	0.927925	0.53955
chr12	700000	10	0.823775	0.4828
chr12	740000	10	0.80755	0.4814
chr12	780000	9	0.79045	0.4429
chr12	820000	4	0.79105	0.439775
chr12	860000	13	0.805275	0.421725
chr12	900000	11	0.8562	0.37745
chr12	940000	13	0.867275	0.368725
chr12	980000	17	0.915975	0.38005
chr12	1020000	10	0.83835	0.4369
chr12	1060000	7	0.765225	0.4509
chr12	1100000	7	0.794275	0.4366
chr12	1140000	10	0.8119	0.40035
chr12	1180000	8	0.674725	0.385475
chr12	1220000	16	0.864825	0.390125
chr12	1260000	12	0.840225	0.3832
chr12	1300000	16	0.8834	0.37905
chr12	1340000	17	0.9068	0.370075
chr12	1380000	10	0.88645	0.375
chr12	1420000	9	0.8711	0.3809
chr12	1460000	13	0.866175	0.40115
chr12	1500000	8	0.8844	0.39575
chr12	1540000	10	0.89985	0.407125
chr12	1580000	7	0.894475	0.42495
chr12	1620000	8	0.894675	0.4937
chr12	1660000	15	0.86045	0.47405
chr12	1700000	9	0.888125	0.46115
chr12	1740000	9	0.87775	0.480825
chr12	1780000	10	0.817325	0.4567
chr12	1820000	11	0.78825	0.403525
chr12	1860000	15	0.8271	0.379225
chr12	1900000	7	0.963075	0.48275
chr12	1940000	11	0.952175	0.550075
chr12	1980000	10	0.971225	0.480325
chr12	2020000	11	0.9002	0.46275
chr12	2060000	13	0.823825	0.43055
chr12	2100000	14	0.952725	0.37155
chr12	2140000	16	0.9544	0.436675
chr12	2180000	4	0.939425	0.470375
chr12	2220000	9	0.858825	0.493375
chr12	2260000	11	0.832925	0.45475
chr12	2300000	7	0.95215	0.4753
chr12	2340000	8	0.9852	0.46255
chr12	2380000	17	0.95625	0.474225
chr12	2420000	12	0.9847	0.47865
chr12	2460000	12	0.97295	0.459125
chr12	2500000	8	0.964225	0.47705
chr12	2540000	10	0.968875	0.49455
chr12	2580000	7	0.9652	0.46995
chr12	2620000	17	0.95465	0.478375
chr12	2660000	10	0.946175	0.4844
chr12	2700000	12	0.976075	0.4977
chr12	2740000	9	0.9747	0.50915
chr12	2780000	16	0.879675	0.49285
chr12	2820000	12	0.7655	0.422475
chr12	2860000	18	0.7728	0.46815
chr12	2900000	12	0.85375	0.4817
chr12	2940000	5	0.834575	0.494625
chr12	2980000	11	0.775925	0.486
chr12	3020000	4	0.73615	0.441175
chr12	3060000	4	0.766225	0.485
chr12	3100000	9	0.8339	0.50715
chr12	3140000	4	0.889325	0.530875
chr12	3180000	13	0.8206	0.483825
chr12	3220000	4	0.868575	0.492675
chr12	3260000	12	0.94375	0.5066
chr12	3300000	6	0.92025	0.53285
chr12	3340000	7	0.95255	0.528
chr12	3380000	4	0.9571	0.552225
chr12	3420000	10	0.98425	0.55545
chr12	3460000	10	0.95265	0.49265
chr12	3500000	15	0.73895	0.419875
chr12	3540000	9	0.7972	0.448425
chr12	3580000	13	0.963325	0.475825
chr12	3620000	13	0.795775	0.45335
chr12	3660000	14	0.973975	0.48215
chr12	3700000	10	0.98245	0.477775
chr12	3740000	9	0.960925	0.478
chr12	3780000	18	0.9316	0.454675
chr12	3820000	6	0.92385	0.436575
chr12	3860000	11	0.90115	0.455475
chr12	3900000	9	0.88145	0.4012
chr12	3940000	11	0.8051	0.38195
chr12	3980000	14	0.780375	0.3965
chr12	4020000	13	0.923425	0.435275
chr12	4060000	9	0.883275	0.432575
chr12	4100000	6	0.8482	0.446725
chr12	4140000	15	0.806975	0.4744
chr12	4180000	6	0.929275	0.403325
chr12	4220000	12	0.848075	0.436475
chr12	4260000	7	0.853675	0.453575
chr12	4300000	15	0.8904	0.417175
chr12	4340000	14	0.9329	0.447275
chr12	4380000	14	0.96905	0.475925
chr12	4420000	10	0.8701	0.4514
chr12	4460000	7	0.755625	0.39
chr12	4500000	13	0.877925	0.442475
chr12	4540000	14	0.9248	0.4705
chr12	4580000	14	0.9328	0.380975
chr12	4620000	14	0.784175	0.362825
chr12	4660000	21	0.94315	0.3847
